id,date,name,abrv,primaryColor,logo,current_playoffs,current_round2,current_conf,current_final,current_win
7,2025-03-16,Colorado Avalanche,COL,#6F263D,/Images/avalanche.png,99.6%,43.4%,18.5%,8.5%,3.5%
8,2025-03-16,Columbus Blue Jackets,CBJ,#002654,/Images/blue jackets.png,9.9%,2.2%,0.5%,0.1%,0%
9,2025-03-16,Dallas Stars,DAL,#006847,/Images/stars.png,100%,59.3%,29.9%,16.1%,7.9%
10,2025-03-16,Detroit Red Wings,DET,#ce1126,/Images/red wings.png,7.3%,2.7%,1.0%,0.3%,0.1%
11,2025-03-16,Edmonton Oilers,EDM,#FF4C00,/Images/oilers.png,99.2%,51.4%,28.7%,15.6%,7.8%
12,2025-03-16,Florida Panthers,FLA,#c8102E,/Images/panthers.png,100%,51.3%,26.8%,13.1%,6.9%
13,2025-03-16,Los Angeles Kings,LAK,#A2AAAD,/Images/kings.png,99.8%,51.3%,27.9%,14.4%,7.0%
14,2025-03-16,Minnesota Wild,MIN,#154734,/Images/wild.png,92.7%,33.4%,13.3%,5.1%,1.8%
15,2025-03-16,Montreal Canadiens,MTL,#AF1E2D,/Images/canadiens.png,16.6%,4.0%,1.0%,0.2%,0.1%
16,2025-03-16,Nashville Predators,NSH,#FFB81C,/Images/predators.png,0%,0%,0%,0%,0%
17,2025-03-16,New Jersey Devils,NJD,#CE1126,/Images/devils.png,94.7%,33.6%,12.6%,4.9%,2.0%
18,2025-03-16,New York Islanders,NYI,#00539b,/Images/islanders.png,9.2%,3.0%,1.0%,0.4%,0.1%
19,2025-03-16,New York Rangers,NYR,#0038A8,/Images/rangers.png,62.6%,29.9%,14.8%,7.3%,3.7%
20,2025-03-16,Ottawa Senators,OTT,#DA1A32,/Images/senators.png,97.1%,42.2%,20.1%,8.9%,4.2%
21,2025-03-16,Philadelphia Flyers,PHI,#F74902,/Images/flyers.png,0.3%,0.1%,0.1%,0%,0%
22,2025-03-16,Pittsburgh Penguins,PIT,#FCB514,/Images/penguins.png,0.2%,0%,0%,0%,0%
23,2025-03-16,San Jose Sharks,SJS,#006D75,/Images/sharks.png,0%,0%,0%,0%,0%
24,2025-03-16,Seattle Kraken,SEA,#68a2b9,/Images/kraken.png,0%,0%,0%,0%,0%
25,2025-03-16,St. Louis Blues,STL,#002F87,/Images/blues.png,11.3%,3.2%,1.0%,0.3%,0.1%
26,2025-03-16,Tampa Bay Lightning,TBL,#002868,/Images/lightning.png,99.7%,57.1%,33.2%,19.1%,11.1%
27,2025-03-16,Toronto Maple Leafs,TOR,#00205b,/Images/leafs.png,99.8%,49.3%,25.8%,13.1%,6.9%
28,2025-03-16,Utah Hockey Club,UTA,#5c88da,/Images/utah.png,11.7%,4.6%,1.9%,0.8%,0.3%
29,2025-03-16,Vancouver Canucks,VAN,#00205B,/Images/canucks.png,64.6%,30.5%,15.8%,7.6%,3.4%
30,2025-03-16,Vegas Golden Knights,VGK,#B4975A,/Images/golden knights.png,100%,60.5%,34.5%,18.7%,9.6%
31,2025-03-16,Washington Capitals,WSH,#041E42,/Images/capitals.png,100%,59.8%,29.6%,14.1%,7.2%
32,2025-03-16,Winnipeg Jets,WPG,#004C97,/Images/jets.png,100%,56.4%,26.6%,12.5%,5.6%
1,2025-03-23,Anaheim Ducks,ANA,#00685e,/Images/ducks.png,0.1%,0%,0%,0%,0%
2,2025-03-23,Boston Bruins,BOS,#FFB81C,/Images/bruins.png,1.2%,0.4%,0.1%,0.1%,0%
3,2025-03-23,Buffalo Sabres,BUF,#003087,/Images/sabres.png,0%,0%,0%,0%,0%
4,2025-03-23,Calgary Flames,CGY,#D2001C,/Images/flames.png,33.1%,11.6%,4.4%,1.5%,0.4%
5,2025-03-23,Carolina Hurricanes,CAR,#CE1126,/Images/canes.png,100%,71.2%,41.0%,24.9%,16.1%
6,2025-03-23,Chicago Blackhawks,CHI,#CF0A2C,/Images/blackhawks.png,0%,0%,0%,0%,0%
7,2025-03-23,Colorado Avalanche,COL,#6F263D,/Images/avalanche.png,99.8%,43.5%,18.9%,8.9%,3.5%
8,2025-03-23,Columbus Blue Jackets,CBJ,#002654,/Images/blue jackets.png,7.6%,1.7%,0.5%,0.1%,0%
9,2025-03-23,Dallas Stars,DAL,#006847,/Images/stars.png,100%,59.3%,29.9%,16.1%,7.4%
10,2025-03-23,Detroit Red Wings,DET,#ce1126,/Images/red wings.png,8.8%,3.1%,1.2%,0.4%,0.2%
11,2025-03-23,Edmonton Oilers,EDM,#FF4C00,/Images/oilers.png,99.8%,52.9%,29.3%,16.1%,7.6%
12,2025-03-23,Florida Panthers,FLA,#c8102E,/Images/panthers.png,100%,57.0%,30.6%,15.7%,8.9%
13,2025-03-23,Los Angeles Kings,LAK,#A2AAAD,/Images/kings.png,99.8%,51.6%,28.5%,15.5%,7.2%
14,2025-03-23,Minnesota Wild,MIN,#154734,/Images/wild.png,97.4%,38.5%,17.1%,7.1%,2.5%
15,2025-03-23,Montreal Canadiens,MTL,#AF1E2D,/Images/canadiens.png,28.1%,5.8%,1.3%,0.3%,0.1%
16,2025-03-23,Nashville Predators,NSH,#FFB81C,/Images/predators.png,0%,0%,0%,0%,0%
17,2025-03-23,New Jersey Devils,NJD,#CE1126,/Images/devils.png,94.4%,28.3%,10.5%,4.2%,1.8%
18,2025-03-23,New York Islanders,NYI,#00539b,/Images/islanders.png,31.1%,10.1%,3.7%,1.3%,0.5%
19,2025-03-23,New York Rangers,NYR,#0038A8,/Images/rangers.png,31.5%,12.7%,5.6%,2.3%,1.1%
20,2025-03-23,Ottawa Senators,OTT,#DA1A32,/Images/senators.png,97.1%,38.1%,17.2%,6.7%,3.0%
21,2025-03-23,Philadelphia Flyers,PHI,#F74902,/Images/flyers.png,0.1%,0%,0%,0%,0%
22,2025-03-23,Pittsburgh Penguins,PIT,#FCB514,/Images/penguins.png,0.2%,0%,0%,0%,0%
23,2025-03-23,San Jose Sharks,SJS,#006D75,/Images/sharks.png,0%,0%,0%,0%,0%
24,2025-03-23,Seattle Kraken,SEA,#68a2b9,/Images/kraken.png,0%,0%,0%,0%,0%
25,2025-03-23,St. Louis Blues,STL,#002F87,/Images/blues.png,31.5%,10.8%,4.0%,1.3%,0.4%
26,2025-03-23,Tampa Bay Lightning,TBL,#002868,/Images/lightning.png,100%,61.2%,34.8%,20.1%,12.3%
27,2025-03-23,Toronto Maple Leafs,TOR,#00205b,/Images/leafs.png,100%,43.7%,19.6%,8.5%,4.2%
28,2025-03-23,Utah Hockey Club,UTA,#5c88da,/Images/utah.png,13.1%,5.8%,2.7%,1.2%,0.5%
29,2025-03-23,Vancouver Canucks,VAN,#00205B,/Images/canucks.png,25.6%,12.6%,6.6%,3.2%,1.4%
30,2025-03-23,Vegas Golden Knights,VGK,#B4975A,/Images/golden knights.png,100%,55.9%,29.9%,15.4%,6.9%
31,2025-03-23,Washington Capitals,WSH,#041E42,/Images/capitals.png,100%,66.7%,33.9%,15.7%,8.5%
32,2025-03-23,Winnipeg Jets,WPG,#004C97,/Images/jets.png,100%,57.7%,28.7%,13.7%,5.8%
1,2025-03-30,Anaheim Ducks,ANA,#00685e,/Images/ducks.png,0%,0%,0%,0%,0%
2,2025-03-30,Boston Bruins,BOS,#FFB81C,/Images/bruins.png,0%,0%,0%,0%,0%
3,2025-03-30,Buffalo Sabres,BUF,#003087,/Images/sabres.png,0%,0%,0%,0%,0%
4,2025-03-30,Calgary Flames,CGY,#D2001C,/Images/flames.png,15.9%,5.4%,2.1%,0.7%,0.2%
5,2025-03-30,Carolina Hurricanes,CAR,#CE1126,/Images/canes.png,100%,69.5%,38.5%,22.9%,14.3%
6,2025-03-30,Chicago Blackhawks,CHI,#CF0A2C,/Images/blackhawks.png,0%,0%,0%,0%,0%
7,2025-03-30,Colorado Avalanche,COL,#6F263D,/Images/avalanche.png,99.9%,44.4%,18.8%,9.0%,3.5%
8,2025-03-30,Columbus Blue Jackets,CBJ,#002654,/Images/blue jackets.png,17.8%,4.1%,1.0%,0.2%,0.1%
9,2025-03-30,Dallas Stars,DAL,#006847,/Images/stars.png,100%,60.9%,32.1%,17.4%,8.2%
10,2025-03-30,Detroit Red Wings,DET,#ce1126,/Images/red wings.png,10.2%,3.8%,1.4%,0.5%,0.2%
11,2025-03-30,Edmonton Oilers,EDM,#FF4C00,/Images/oilers.png,99.2%,50.5%,28.1%,15.5%,7.3%
12,2025-03-30,Florida Panthers,FLA,#c8102E,/Images/panthers.png,100%,56.3%,30.7%,16.3%,9.3%
13,2025-03-30,Los Angeles Kings,LAK,#A2AAAD,/Images/kings.png,99.7%,49.8%,27.3%,14.8%,6.9%
14,2025-03-30,Minnesota Wild,MIN,#154734,/Images/wild.png,89.2%,35.7%,16.2%,6.7%,2.5%
15,2025-03-30,Montreal Canadiens,MTL,#AF1E2D,/Images/canadiens.png,15.1%,3.2%,0.7%,0.1%,0%
16,2025-03-30,Nashville Predators,NSH,#FFB81C,/Images/predators.png,0%,0%,0%,0%,0%
17,2025-03-30,New Jersey Devils,NJD,#CE1126,/Images/devils.png,99.4%,30.8%,11.2%,4.5%,1.8%
18,2025-03-30,New York Islanders,NYI,#00539b,/Images/islanders.png,19.3%,6.7%,2.5%,0.8%,0.4%
19,2025-03-30,New York Rangers,NYR,#0038A8,/Images/rangers.png,38.6%,16.5%,7.4%,3.0%,1.4%
20,2025-03-30,Ottawa Senators,OTT,#DA1A32,/Images/senators.png,99.5%,39.2%,17.9%,7.0%,3.2%
21,2025-03-30,Philadelphia Flyers,PHI,#F74902,/Images/flyers.png,0%,0%,0%,0%,0%
22,2025-03-30,Pittsburgh Penguins,PIT,#FCB514,/Images/penguins.png,0%,0%,0%,0%,0%
23,2025-03-30,San Jose Sharks,SJS,#006D75,/Images/sharks.png,0%,0%,0%,0%,0%
24,2025-03-30,Seattle Kraken,SEA,#68a2b9,/Images/kraken.png,0%,0%,0%,0%,0%
25,2025-03-30,St. Louis Blues,STL,#002F87,/Images/blues.png,72.4%,22.9%,8.1%,2.6%,0.7%
26,2025-03-30,Tampa Bay Lightning,TBL,#002868,/Images/lightning.png,100%,60.9%,34.8%,20.3%,12.5%
27,2025-03-30,Toronto Maple Leafs,TOR,#00205b,/Images/leafs.png,100%,43.8%,20.1%,8.9%,4.4%
28,2025-03-30,Utah Hockey Club,UTA,#5c88da,/Images/utah.png,0.8%,0.4%,0.2%,0.1%,0%
29,2025-03-30,Vancouver Canucks,VAN,#00205B,/Images/canucks.png,22.9%,11.1%,5.9%,2.8%,1.2%
30,2025-03-30,Vegas Golden Knights,VGK,#B4975A,/Images/golden knights.png,100%,61.4%,33.3%,17.1%,7.8%
31,2025-03-30,Washington Capitals,WSH,#041E42,/Images/capitals.png,100%,65.3%,33.7%,15.6%,8.4%
32,2025-03-30,Winnipeg Jets,WPG,#004C97,/Images/jets.png,100%,57.5%,28.0%,13.4%,5.7%
1,2025-04-06,Anaheim Ducks,ANA,#00685e,/Images/ducks.png,0%,0%,0%,0%,0%
2,2025-04-06,Boston Bruins,BOS,#FFB81C,/Images/bruins.png,0%,0%,0%,0%,0%
3,2025-04-06,Buffalo Sabres,BUF,#003087,/Images/sabres.png,0%,0%,0%,0%,0%
4,2025-04-06,Calgary Flames,CGY,#D2001C,/Images/flames.png,13.1%,4.4%,1.7%,0.6%,0.2%
5,2025-04-06,Carolina Hurricanes,CAR,#CE1126,/Images/canes.png,100%,69.1%,37.2%,22.7%,14.1%
6,2025-04-06,Chicago Blackhawks,CHI,#CF0A2C,/Images/blackhawks.png,0%,0%,0%,0%,0%
7,2025-04-06,Colorado Avalanche,COL,#6F263D,/Images/avalanche.png,100%,44.4%,18.6%,8.8%,3.5%
8,2025-04-06,Columbus Blue Jackets,CBJ,#002654,/Images/blue jackets.png,3.6%,0.9%,0.3%,0%,0%
9,2025-04-06,Dallas Stars,DAL,#006847,/Images/stars.png,100%,61.1%,32.5%,17.8%,8.5%
10,2025-04-06,Detroit Red Wings,DET,#ce1126,/Images/red wings.png,8.9%,3.3%,1.3%,0.5%,0.2%
11,2025-04-06,Edmonton Oilers,EDM,#FF4C00,/Images/oilers.png,99.9%,50.6%,28.1%,15.6%,7.4%
12,2025-04-06,Florida Panthers,FLA,#c8102E,/Images/panthers.png,100%,49.1%,25.5%,14.3%,8.2%
13,2025-04-06,Los Angeles Kings,LAK,#A2AAAD,/Images/kings.png,100%,52.6%,29.1%,15.8%,7.5%
14,2025-04-06,Minnesota Wild,MIN,#154734,/Images/wild.png,85.1%,34.1%,16.0%,6.6%,2.3%
15,2025-04-06,Montreal Canadiens,MTL,#AF1E2D,/Images/canadiens.png,66.5%,14.0%,3.4%,0.7%,0.2%
16,2025-04-06,Nashville Predators,NSH,#FFB81C,/Images/predators.png,0%,0%,0%,0%,0%
17,2025-04-06,New Jersey Devils,NJD,#CE1126,/Images/devils.png,100%,31.0%,10.8%,4.5%,1.9%
18,2025-04-06,New York Islanders,NYI,#00539b,/Images/islanders.png,3.6%,1.1%,0.4%,0.1%,0%
19,2025-04-06,New York Rangers,NYR,#0038A8,/Images/rangers.png,17.5%,7.5%,3.6%,1.4%,0.6%
20,2025-04-06,Ottawa Senators,OTT,#DA1A32,/Images/senators.png,99.9%,42.4%,19.9%,7.6%,3.5%
21,2025-04-06,Philadelphia Flyers,PHI,#F74902,/Images/flyers.png,0%,0%,0%,0%,0%
22,2025-04-06,Pittsburgh Penguins,PIT,#FCB514,/Images/penguins.png,0%,0%,0%,0%,0%
23,2025-04-06,San Jose Sharks,SJS,#006D75,/Images/sharks.png,0%,0%,0%,0%,0%
24,2025-04-06,Seattle Kraken,SEA,#68a2b9,/Images/kraken.png,0%,0%,0%,0%,0%
25,2025-04-06,St. Louis Blues,STL,#002F87,/Images/blues.png,98.2%,30.7%,10.7%,3.5%,1.0%
26,2025-04-06,Tampa Bay Lightning,TBL,#002868,/Images/lightning.png,100%,57.6%,33.0%,19.7%,12.0%
27,2025-04-06,Toronto Maple Leafs,TOR,#00205b,/Images/leafs.png,100%,51.3%,25.2%,10.6%,5.3%
28,2025-04-06,Utah Hockey Club,UTA,#5c88da,/Images/utah.png,0.1%,0%,0%,0%,0%
29,2025-04-06,Vancouver Canucks,VAN,#00205B,/Images/canucks.png,3.6%,1.8%,1.0%,0.5%,0.2%
30,2025-04-06,Vegas Golden Knights,VGK,#B4975A,/Images/golden knights.png,100%,63.1%,34.1%,17.3%,7.9%
31,2025-04-06,Washington Capitals,WSH,#041E42,/Images/capitals.png,100%,72.8%,39.4%,18.0%,9.9%
32,2025-04-06,Winnipeg Jets,WPG,#004C97,/Images/jets.png,100%,57.3%,28.1%,13.6%,5.7%
1,2025-04-13,Anaheim Ducks,ANA,#00685e,/Images/ducks.png,0%,0%,0%,0%,0%
2,2025-04-13,Boston Bruins,BOS,#FFB81C,/Images/bruins.png,0%,0%,0%,0%,0%
3,2025-04-13,Buffalo Sabres,BUF,#003087,/Images/sabres.png,0%,0%,0%,0%,0%
4,2025-04-13,Calgary Flames,CGY,#D2001C,/Images/flames.png,10.3%,3.7%,1.4%,0.5%,0.1%
5,2025-04-13,Carolina Hurricanes,CAR,#CE1126,/Images/canes.png,100%,69.1%,36.3%,22.4%,13.9%
6,2025-04-13,Chicago Blackhawks,CHI,#CF0A2C,/Images/blackhawks.png,0%,0%,0%,0%,0%
7,2025-04-13,Colorado Avalanche,COL,#6F263D,/Images/avalanche.png,100%,42.2%,17.6%,8.7%,3.5%
8,2025-04-13,Columbus Blue Jackets,CBJ,#002654,/Images/blue jackets.png,1.9%,0.5%,0.1%,0%,0%
9,2025-04-13,Dallas Stars,DAL,#006847,/Images/stars.png,100%,57.8%,28.5%,16.0%,7.6%
10,2025-04-13,Detroit Red Wings,DET,#ce1126,/Images/red wings.png,0%,0%,0%,0%,0%
11,2025-04-13,Edmonton Oilers,EDM,#FF4C00,/Images/oilers.png,100%,50.0%,27.0%,15.4%,7.3%
12,2025-04-13,Florida Panthers,FLA,#c8102E,/Images/panthers.png,100%,47.0%,24.3%,13.8%,7.9%
13,2025-04-13,Los Angeles Kings,LAK,#A2AAAD,/Images/kings.png,100%,50.0%,27.0%,15.1%,7.1%
14,2025-04-13,Minnesota Wild,MIN,#154734,/Images/wild.png,98.5%,39.6%,19.1%,7.7%,2.8%
15,2025-04-13,Montreal Canadiens,MTL,#AF1E2D,/Images/canadiens.png,98.1%,20.7%,5.3%,1.0%,0.2%
16,2025-04-13,Nashville Predators,NSH,#FFB81C,/Images/predators.png,0%,0%,0%,0%,0%
17,2025-04-13,New Jersey Devils,NJD,#CE1126,/Images/devils.png,100%,30.9%,10.4%,4.5%,1.9%
18,2025-04-13,New York Islanders,NYI,#00539b,/Images/islanders.png,0%,0%,0%,0%,0%
19,2025-04-13,New York Rangers,NYR,#0038A8,/Images/rangers.png,0%,0%,0%,0%,0%
20,2025-04-13,Ottawa Senators,OTT,#DA1A32,/Images/senators.png,100%,44.3%,21.6%,8.2%,3.8%
21,2025-04-13,Philadelphia Flyers,PHI,#F74902,/Images/flyers.png,0%,0%,0%,0%,0%
22,2025-04-13,Pittsburgh Penguins,PIT,#FCB514,/Images/penguins.png,0%,0%,0%,0%,0%
23,2025-04-13,San Jose Sharks,SJS,#006D75,/Images/sharks.png,0%,0%,0%,0%,0%
24,2025-04-13,Seattle Kraken,SEA,#68a2b9,/Images/kraken.png,0%,0%,0%,0%,0%
25,2025-04-13,St. Louis Blues,STL,#002F87,/Images/blues.png,91.2%,30.7%,11.0%,3.5%,1.0%
26,2025-04-13,Tampa Bay Lightning,TBL,#002868,/Images/lightning.png,100%,55.5%,31.4%,18.9%,11.6%
27,2025-04-13,Toronto Maple Leafs,TOR,#00205b,/Images/leafs.png,100%,53.3%,27.3%,11.3%,5.7%
28,2025-04-13,Utah Hockey Club,UTA,#5c88da,/Images/utah.png,0%,0%,0%,0%,0%
29,2025-04-13,Vancouver Canucks,VAN,#00205B,/Images/canucks.png,0%,0%,0%,0%,0%
30,2025-04-13,Vegas Golden Knights,VGK,#B4975A,/Images/golden knights.png,100%,61.7%,35.5%,17.8%,8.2%
31,2025-04-13,Washington Capitals,WSH,#041E42,/Images/capitals.png,100%,78.8%,43.3%,19.7%,10.7%
32,2025-04-13,Winnipeg Jets,WPG,#004C97,/Images/jets.png,100%,64.4%,33.1%,15.4%,6.7%
1,2025-04-18,Anaheim Ducks,ANA,#00685e,/Images/ducks.png,0%,0%,0%,0%,0%
2,2025-04-18,Boston Bruins,BOS,#FFB81C,/Images/bruins.png,0%,0%,0%,0%,0%
3,2025-04-18,Buffalo Sabres,BUF,#003087,/Images/sabres.png,0%,0%,0%,0%,0%
4,2025-04-18,Calgary Flames,CGY,#D2001C,/Images/flames.png,0%,0%,0%,0%,0%
5,2025-04-18,Carolina Hurricanes,CAR,#CE1126,/Images/canes.png,100%,65.9%,41.1%,21.8%,12.2%
6,2025-04-18,Chicago Blackhawks,CHI,#CF0A2C,/Images/blackhawks.png,0%,0%,0%,0%,0%
7,2025-04-18,Colorado Avalanche,COL,#6F263D,/Images/avalanche.png,100%,40.9%,21.2%,10.0%,4.3%
8,2025-04-18,Columbus Blue Jackets,CBJ,#002654,/Images/blue jackets.png,0.0%,0%,0%,0%,0%
9,2025-04-18,Dallas Stars,DAL,#006847,/Images/stars.png,100%,59.2%,35.6%,20.0%,10.6%
10,2025-04-18,Detroit Red Wings,DET,#ce1126,/Images/red wings.png,0%,0%,0%,0%,0%
11,2025-04-18,Edmonton Oilers,EDM,#FF4C00,/Images/oilers.png,100%,46.6%,23.0%,11.4%,5.2%
12,2025-04-18,Florida Panthers,FLA,#c8102E,/Images/panthers.png,100%,46.5%,28.3%,16.1%,9.2%
13,2025-04-18,Los Angeles Kings,LAK,#A2AAAD,/Images/kings.png,100%,53.4%,27.5%,14.2%,7.0%
14,2025-04-18,Minnesota Wild,MIN,#154734,/Images/wild.png,100%,41.6%,18.8%,8.5%,3.4%
15,2025-04-18,Montreal Canadiens,MTL,#AF1E2D,/Images/canadiens.png,100%,23.7%,5.6%,1.2%,0.3%
16,2025-04-18,Nashville Predators,NSH,#FFB81C,/Images/predators.png,0%,0%,0%,0%,0%
17,2025-04-18,New Jersey Devils,NJD,#CE1126,/Images/devils.png,100%,34.1%,16.2%,6.1%,2.6%
18,2025-04-18,New York Islanders,NYI,#00539b,/Images/islanders.png,0%,0%,0%,0%,0%
19,2025-04-18,New York Rangers,NYR,#0038A8,/Images/rangers.png,0%,0%,0%,0%,0%
20,2025-04-18,Ottawa Senators,OTT,#DA1A32,/Images/senators.png,100%,47.3%,17.3%,7.6%,3.4%
21,2025-04-18,Philadelphia Flyers,PHI,#F74902,/Images/flyers.png,0%,0%,0%,0%,0%
22,2025-04-18,Pittsburgh Penguins,PIT,#FCB514,/Images/penguins.png,0%,0%,0%,0%,0%
23,2025-04-18,San Jose Sharks,SJS,#006D75,/Images/sharks.png,0%,0%,0%,0%,0%
24,2025-04-18,Seattle Kraken,SEA,#68a2b9,/Images/kraken.png,0%,0%,0%,0%,0%
25,2025-04-18,St. Louis Blues,STL,#002F87,/Images/blues.png,100%,29.7%,8.5%,2.6%,0.7%
26,2025-04-18,Tampa Bay Lightning,TBL,#002868,/Images/lightning.png,100%,53.5%,34.0%,20.6%,12.5%
27,2025-04-18,Toronto Maple Leafs,TOR,#00205b,/Images/leafs.png,100%,52.7%,20.5%,9.6%,4.6%
28,2025-04-18,Utah Hockey Club,UTA,#5c88da,/Images/utah.png,0%,0%,0%,0%,0%
29,2025-04-18,Vancouver Canucks,VAN,#00205B,/Images/canucks.png,0%,0%,0%,0%,0%
30,2025-04-18,Vegas Golden Knights,VGK,#B4975A,/Images/golden knights.png,100%,58.4%,30.6%,15.9%,7.8%
31,2025-04-18,Washington Capitals,WSH,#041E42,/Images/capitals.png,100%,76.3%,37.1%,17.0%,8.3%
32,2025-04-18,Winnipeg Jets,WPG,#004C97,/Images/jets.png,100%,70.3%,34.6%,17.3%,8.0%